ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4
311831,5,S,3,67,,10.896,506.189,38.409782,-121.48412,,OR,1,Elk Grove Blvd,1,,,
311832,5,S,3,67,,10.896,506.189,38.409782,-121.48412,,FR,1,Elk Grove Blvd,1,,,
311844,5,N,3,67,,11.08,506.373,38.412421,-121.484289,,OR,3,WB Elk Grove Blvd,1,,,
311847,5,N,3,67,,12.178,507.471,38.428157,-121.487557,,OR,3,Laguna Blvd,1,,,
311864,5,N,3,67,,12.178,507.471,38.428157,-121.487557,,OR,1,Laguna Blvd,1,,,
311903,50,E,3,67,64000,L1.751,4.907,38.561666,-121.486366,0.28,ML,3,6th St,1,,,
311930,50,E,3,67,64000,L1.751,4.907,38.561666,-121.486366,,FF,3,FF 5N/SB -> 50EB,1,,,
311973,50,E,3,67,64000,L1.22,4.376,38.564153,-121.495585,,OR,2,13th St,1,,,
311974,50,E,3,67,64000,L1.22,4.376,38.564153,-121.495585,1.349,ML,5,15th St,1,,,
312009,50,E,3,67,64000,L1.22,4.376,38.564153,-121.495585,,FR,2,15th St,1,,,
312010,50,W,3,67,64000,L1.345,4.501,38.563816,-121.493316,2.161,ML,5,15th St,1,,,
312011,50,W,3,67,64000,L1.345,4.501,38.563816,-121.493316,,OR,2,15th St,1,,,
312012,50,W,3,67,64000,L1.345,4.501,38.563816,-121.493316,,OR,1,10th St,1,,,
312098,50,E,3,67,64000,L2.34,5.496,38.55902,-121.476106,0.483,ML,4,28th St,1,,,
312099,50,E,3,67,64000,L2.34,5.496,38.55902,-121.476106,,OR,1,28th St,1,,,
312103,50,W,3,67,64000,R0.587,6.221,38.560995,-121.462999,0.954,ML,4,Stockton Blvd,1,,,
312104,50,W,3,67,64000,R0.587,6.221,38.560995,-121.462999,,OR,1,Stockton Blvd,1,,,
312105,50,W,3,67,64000,R0.587,6.221,38.560995,-121.462999,,OR,2,Stockton Blvd,1,,,
312108,50,W,3,67,64000,L2.34,5.496,38.559248,-121.476019,,FR,1,26th St,1,,,
312132,5,S,3,67,,10.896,506.189,38.409782,-121.48412,1.34,ML,2,Elk Grove Blvd,1,,,
312133,5,N,3,67,,12.178,507.471,38.428157,-121.487557,0.823,ML,3,Laguna Blvd,1,,,
312134,5,N,3,67,,11.08,506.373,38.412421,-121.484289,1.34,ML,2,Elk Grove Blvd,1,,,
312139,50,E,3,67,64000,L1.566,4.722,38.562537,-121.489577,0.265,ML,5,16th St,1,,,
312141,50,E,3,67,64000,L1.566,4.722,38.562537,-121.489577,,OR,2,16th St,1,,,
312142,50,W,3,67,64000,L1.566,4.722,38.562774,-121.48948,,FR,2,16th St,1,,,
312188,50,W,3,67,,8.134,13.768,38.569015,-121.330311,0.218,ML,4,65th St,1,,,
312189,50,W,3,67,,8.134,13.768,38.569015,-121.330311,,OR,2,65th St,1,,,
312205,50,W,3,67,64000,R3.401,9.035,38.552782,-121.414191,0.862,ML,4,Hornet Dr,1,,,
312206,50,W,3,67,,8.134,13.768,38.569015,-121.330311,,OR,1,65th St,1,,,
312207,50,W,3,67,64000,R3.598,9.232,38.553542,-121.410687,,OR,2,SB Howe Ave,1,,,
312208,50,W,3,67,64000,R3.401,9.035,38.552782,-121.414191,,OR,2,Hornet Dr./ Howe,1,,,
312220,50,W,3,67,64000,R.775,6.409,38.560891,-121.459539,0.735,ML,4,NB Howe Ave,1,,,
312221,50,W,3,67,64000,R.775,6.409,38.560891,-121.459539,,OR,2,NB Howe Ave,1,,,
312233,99,N,3,67,64000,17.161,291.631,38.468819,-121.416935,0.643,ML,3,Stockton Blvd,1,,,
312236,50,W,3,67,64000,R2.056,7.69,38.553797,-121.437802,1.313,ML,4,59th St,1,,,
312247,50,W,3,67,64000,R2.056,7.69,38.553797,-121.437802,,OR,2,59th St,1,,,
312264,50,W,3,67,64000,R5.237,10.871,38.558665,-121.381217,0.351,ML,4,SB Watt Ave,1,,,
312265,50,W,3,67,64000,R5.237,10.871,38.558665,-121.381217,,OR,3,SB Watt Ave,1,,,
312326,80,W,3,67,64000,M3.537,87.442,38.633055,-121.502131,1.151,ML,4,SB Truxel Rd,1,,,
312327,80,W,3,67,64000,M3.537,87.442,38.633055,-121.502131,,OR,2,SB Truxel Rd,1,,,
312343,80,E,3,67,64000,M3.584,87.489,38.633176,-121.501271,1.045,ML,4,SB Truxel Rd,1,,,
312344,80,E,3,67,64000,M3.584,87.489,38.633176,-121.501271,,OR,2,SB Truxel Rd,1,,,
312345,80,E,3,67,64000,M3.584,87.489,38.633176,-121.501271,,FR,2,SB Truxel Rd,1,,,
312346,80,W,3,67,64000,M3.696,87.601,38.63434,-121.499686,0.421,ML,3,NB Truxel Rd,1,,,
312347,80,W,3,67,64000,M3.696,87.601,38.63434,-121.499686,,OR,2,NB Truxel Rd,1,,,
312382,99,N,3,67,64000,17.553,292.023,38.473227,-121.421498,0.367,ML,3,EB Mack Rd,1,,,
312383,99,N,3,67,64000,17.553,292.023,38.473227,-121.421498,,OR,2,EB Mack Rd,1,,,
312386,99,N,3,67,64000,17.895,292.365,38.477038,-121.425542,0.373,ML,3,WB Mack Rd,1,,,
312387,99,N,3,67,64000,17.895,292.365,38.477038,-121.425542,,OR,2,WB Mack Rd,1,,,
312388,99,N,3,67,64000,18.299,292.769,38.481528,-121.430345,0.341,ML,3,Tangerine Ave,1,,,
312420,99,S,3,67,64000,18.576,293.021,38.484562,-121.433775,0.322,ML,3,Pomegranate Ave,1,,,
312421,99,N,3,67,,18.942,293.412,38.488691,-121.437961,0.459,ML,3,Orange Ave,1,,,
312422,99,N,3,67,,19.494,293.964,38.494847,-121.444486,0.394,ML,3,EB Florin Rd,1,,,
312423,99,N,3,67,,19.494,293.964,38.494847,-121.444486,,OR,1,EB Florin Rd,1,,,
312424,99,N,3,67,,19.494,293.964,38.494847,-121.444486,,FR,1,EB Florin Rd,1,,,
312425,99,N,3,67,,19.729,294.199,38.497462,-121.447279,0.351,ML,3,WB Florin Rd,1,,,
312426,99,N,3,67,,19.729,294.199,38.497462,-121.447279,,OR,2,WB Florin Rd,1,,,
312427,99,S,3,67,,19.729,294.174,38.497373,-121.447453,,FR,2,WB Florin Rd,1,,,
312439,80,E,3,67,64000,M3.761,87.666,38.634617,-121.498568,0.664,ML,4,NB Truxel Rd,1,,,
312440,80,E,3,67,64000,M3.761,87.666,38.634617,-121.498568,,OR,2,NB Truxel Rd,1,,,
312513,99,N,3,67,,20.196,294.666,38.502687,-121.45279,0.512,ML,3,Turnbridge Dr,1,,,
312514,99,N,3,67,,20.753,295.223,38.509079,-121.459013,0.377,ML,3,EB 47th Ave,1,,,
312515,99,N,3,67,,20.753,295.223,38.509079,-121.459013,,OR,2,EB 47th Ave,1,,,
312517,99,S,3,67,,20.838,295.283,38.510121,-121.459962,0.647,ML,3,EB 47th Ave,1,,,
312518,99,S,3,67,,20.838,295.283,38.510121,-121.459962,,OR,1,EB 47th Ave,1,,,
312519,99,S,3,67,,20.838,295.283,38.510121,-121.459962,,OR,1,EB 47th Ave,1,,,
312520,99,N,3,67,,20.951,295.421,38.511704,-121.46048,0.352,ML,3,WB 47th Ave,1,,,
312521,99,N,3,67,,20.951,295.421,38.511704,-121.46048,,OR,2,WB 47th Ave,1,,,
312523,99,N,3,67,,21.457,295.927,38.518487,-121.464039,0.435,ML,3,Martin L King Jr,1,,,
312524,99,N,3,67,,21.457,295.927,38.518487,-121.464039,,OR,1,Martin L. King Jr,1,,,
312525,99,N,3,67,,21.821,296.291,38.52335,-121.46665,0.29,ML,3,EB Fruitridge,1,,,
312526,99,N,3,67,,21.821,296.291,38.52335,-121.46665,,OR,1,EB Fruitridge,1,,,
312527,99,N,3,67,,22.037,296.507,38.526244,-121.468176,0.382,ML,3,WB Fruitridge,1,,,
312528,99,N,3,67,,22.037,296.507,38.526244,-121.468176,,OR,1,WB Fruitridge,1,,,
312529,99,N,3,67,,22.037,296.507,38.526244,-121.468176,,OR,1,WB Fruitridge,1,,,
312530,99,S,3,67,64000,22.586,297.031,38.533524,-121.472307,0.69,ML,4,21st Ave UC,1,,,
312562,99,N,3,67,64000,23.202,297.672,38.542279,-121.473702,0.416,ML,4,12th Ave,1,,,
312563,99,N,3,67,64000,23.202,297.672,38.542279,-121.473702,,OR,1,12th Ave,1,,,
312564,99,S,3,67,64000,23.419,297.864,38.545423,-121.473985,0.403,ML,4,8th Ave POC,1,,,
312566,99,S,3,67,64000,24.006,298.451,38.553902,-121.47426,0.786,ML,3,Broadway,1,,,
312569,99,S,3,67,64000,24.006,298.451,38.553902,-121.47426,,FF,2,50EB->99SB,1,,,
312570,99,S,3,67,22020,15.517,289.962,38.446758,-121.405805,0.552,ML,2,Jacinto Rd,1,,,
312648,99,N,3,67,22020,16.154,290.624,38.455428,-121.409707,0.644,ML,2,EB Calvine Rd,1,,,
312649,99,N,3,67,22020,16.154,290.624,38.455428,-121.409707,,OR,2,EB Calvine Rd,1,,,
312650,99,N,3,67,22020,16.154,290.624,38.455428,-121.409707,,FR,1,EB Calvine Rd,1,,,
312651,99,N,3,67,22020,16.267,290.737,38.456958,-121.410442,0.503,ML,2,WB Calvine Rd,1,,,
312652,99,N,3,67,22020,16.267,290.737,38.456958,-121.410442,,OR,3,WB Calvine Rd,1,,,
312689,51,N,3,67,64000,0.649,0.649,38.56768,-121.46946,0.468,ML,4,P St,1,,,
312692,51,N,3,67,64000,0.649,0.649,38.56768,-121.46946,,OR,2,P St,1,,,
312694,51,N,3,67,64000,1.114,1.114,38.57406,-121.466699,0.425,ML,4,30 & J St,1,,,
312706,51,N,3,67,64000,1.114,1.114,38.57406,-121.466699,,OR,2,30 & J St,1,,,
312709,51,N,3,67,64000,1.114,1.114,38.57406,-121.466699,,OR,2,30 & J St,1,,,
312745,51,N,3,67,64000,1.5,1.5,38.579355,-121.46446,0.489,ML,3,30 & E St,1,,,
312746,51,N,3,67,64000,1.5,1.5,38.579355,-121.46446,,OR,2,30 & E St,1,,,
312757,51,S,3,67,64000,3.326,3.326,38.596555,-121.443773,0.503,ML,5,EB Exposition Bl,1,,,
312758,51,S,3,67,64000,3.326,3.326,38.596555,-121.443773,,OR,1,EB Exposition Bl,1,,,
312771,51,S,3,67,64000,3.411,3.411,38.597705,-121.443157,0.218,ML,3,WB Exposition Bl,1,,,
312772,51,S,3,67,64000,3.411,3.411,38.597705,-121.443157,,OR,2,WB Exposition Bl,1,,,
312773,51,S,3,67,64000,3.411,3.411,38.597705,-121.443157,,OR,1,WB Exposition Bl,1,,,
312782,51,N,3,67,64000,4.273,4.273,38.605914,-121.432321,0.426,ML,4,Arden Way,1,,,
312804,51,N,3,67,64000,4.612,4.612,38.609733,-121.428176,0.35,ML,4,EB El Camimo,1,,,
312805,51,N,3,67,64000,4.612,4.612,38.609733,-121.428176,,OR,1,EB El Camimo,1,,,
312806,51,N,3,67,64000,4.612,4.612,38.609733,-121.428176,,OR,2,EB El Camimo,1,,,
312807,51,N,3,67,64000,4.975,4.975,38.613698,-121.423796,0.417,ML,4,WB El Camino,1,,,
312808,51,N,3,67,64000,4.975,4.975,38.613698,-121.423796,,OR,1,WB El Camino,1,,,
312852,51,S,3,67,64000,0.103,0.103,38.560243,-121.472946,0.6,ML,3,T St,1,,,
312853,51,S,3,67,64000,0.179,0.179,38.561293,-121.472502,,OR,1,T St,1,,,
312854,51,S,3,67,64000,1.097,1.097,38.573898,-121.467078,0.995,ML,3,H St,1,,,
312855,51,S,3,67,64000,1.097,1.097,38.573898,-121.467078,,OR,2,H St,1,,,
312856,51,S,3,67,64000,2.092,2.092,38.584861,-121.456996,0.654,ML,3,North of A St,1,,,
312857,51,S,3,67,64000,2.406,2.406,38.585479,-121.451203,0.617,ML,3,Elvas UP,1,,,
312858,51,N,3,67,64000,3.758,3.758,38.600789,-121.438319,0.43,ML,2,51/160 IC,1,,,
312865,51,N,3,67,64000,3.101,3.101,38.593388,-121.444782,0.502,ML,4,Tribute Rd,1,,,
312895,51,N,3,67,64000,5.447,5.447,38.61932,-121.419484,0.469,ML,4,Glenrose Ave,1,,,
312896,51,N,3,67,64000,5.913,5.913,38.624642,-121.41569,0.395,ML,3,Howe Ave,1,,,
312897,51,N,3,67,64000,5.913,5.913,38.624642,-121.41569,,OR,1,Howe Ave,1,,,
312898,51,N,3,67,64000,6.237,6.237,38.626843,-121.410333,0.478,ML,3,Bell St,1,,,
312899,51,N,3,67,64000,6.237,6.237,38.626843,-121.410333,,FR,1,Bell St,1,,,
312900,51,S,3,67,64000,6.743,6.725,38.630571,-121.402163,0.316,ML,3,SB Fulton Ave,1,,,
312901,51,S,3,67,64000,6.743,6.725,38.630571,-121.402163,,OR,1,SB Fulton Ave,1,,,
312940,51,N,3,67,64000,6.869,6.869,38.631139,-121.399941,0.675,ML,3,NB Fulton Ave,1,,,
312941,51,N,3,67,64000,6.869,6.869,38.631139,-121.399941,,OR,3,NB Fulton Ave,1,,,
312942,51,S,3,67,64000,7.586,7.568,38.635752,-121.388176,0.548,ML,3,Auburn Blvd,1,,,
312943,51,S,3,67,64000,7.586,7.568,38.635752,-121.388176,,OR,1,Auburn Blvd,1,,,
312944,51,N,3,67,64000,7.863,7.863,38.638497,-121.384478,0.189,ML,3,SB Watt Ave,1,,,
312945,51,N,3,67,64000,7.863,7.863,38.638497,-121.384478,,OR,1,SB Watt Ave,1,,,
312946,51,S,3,67,64000,7.965,7.947,38.639721,-121.383432,0.324,ML,3,SB Watt Ave / SB,1,,,
312947,51,S,3,67,64000,7.965,7.947,38.639721,-121.383432,,OR,1,SB Watt Ave / SB,1,,,
313000,50,W,3,67,64000,R5.374,11.008,38.558938,-121.37871,0.089,ML,4,NB Watt Ave,1,,,
313001,50,W,3,67,64000,R5.374,11.008,38.558938,-121.37871,,OR,2,NB Watt Ave,1,,,
313002,50,W,3,67,64000,R5.374,11.008,38.558938,-121.37871,,OR,1,NB Watt Ave,1,,,
313003,50,W,3,67,,R7.741,13.375,38.565998,-121.336473,0.374,ML,4,SB Bradshaw Rd,1,,,
313004,50,W,3,67,,R7.741,13.375,38.565998,-121.336473,,OR,1,SB Bradshaw Rd,1,,,
313005,50,W,3,67,,R7.836,13.47,38.566723,-121.334983,0.196,ML,4,NB Bradshaw Rd,1,,,
313006,50,W,3,67,,R7.836,13.47,38.566723,-121.334983,,OR,2,NB Bradshaw Rd,1,,,
313007,50,W,3,67,,R7.836,13.47,38.566723,-121.334983,,OR,2,NB Bradshaw Rd,1,,,
313010,50,W,3,67,,R9.57,15.204,38.579123,-121.307127,0.38,ML,4,NB Mather Field Rd,1,,,
313011,50,W,3,67,,R9.57,15.204,38.579123,-121.307127,,OR,2,NB Mather,1,,,
313012,50,W,3,67,,R9.57,15.204,38.579123,-121.307127,,FR,1,NB Mather,1,,,
313035,50,W,3,67,,R10.836,16.47,38.59031,-121.28869,0.45,ML,5,SB Zinfandel,1,,,
313036,50,W,3,67,,R10.836,16.47,38.59031,-121.28869,,OR,1,SB Zinfandel,1,,,
313037,50,W,3,67,,R10.997,16.631,38.591727,-121.286336,1.356,ML,4,NB Zinfandel Dr,1,,,
313038,50,W,3,67,,R10.997,16.631,38.591727,-121.286336,,OR,2,NB Zinfandel Dr,1,,,
313054,50,E,3,67,,15.735,21.405,38.630616,-121.217366,,OR,2,SB Hazel Ave,1,,,
313055,50,E,3,67,,15.804,21.474,38.631173,-121.216288,0.442,ML,4,NB Hazel Ave,1,,,
313056,50,E,3,67,,15.804,21.474,38.631173,-121.216288,,OR,2,NB Hazel Ave,1,,,
313080,50,W,3,67,,15.672,21.342,38.630255,-121.21846,0.39,ML,3,SB Hazel Ave,1,,,
313081,50,W,3,67,,15.672,21.342,38.630255,-121.21846,,OR,3,SB Hazel Ave,1,,,
313082,50,W,3,67,,15.815,21.485,38.631423,-121.216248,0.219,ML,3,NB Hazel Ave,1,,,
313083,50,W,3,67,,15.815,21.485,38.631423,-121.216248,,OR,1,NB Hazel Ave,1,,,
313084,50,W,3,67,,15.815,21.485,38.631423,-121.216248,,OR,2,NB Hazel Ave,1,,,
313111,80,E,3,67,64000,M5.049,88.954,38.64071,-121.476541,0.389,ML,3,SB Northgate Blvd,1,,,
313112,80,E,3,67,64000,M5.049,88.954,38.64071,-121.476541,,OR,2,SB Northgate Blvd,1,,,
313113,80,E,3,67,64000,M5.049,88.954,38.64071,-121.476541,,FR,2,SB Northgate Blvd,1,,,
313114,80,E,3,67,64000,M4.913,88.818,38.64041,-121.479025,0.644,ML,4,NB Northgate Blvd,1,,,
313115,80,E,3,67,64000,M4.913,88.818,38.64041,-121.479025,,OR,2,NB Northgate Blvd,1,,,
313132,80,E,3,67,64000,M6.16,90.065,38.641247,-121.456101,0.599,ML,3,NB Norwood Ave,1,,,
313133,80,E,3,67,64000,M6.16,90.065,38.641247,-121.456101,,OR,2,NB Norwood Ave,1,,,
313144,99,S,3,67,,21.82,296.265,38.523271,-121.466872,0.523,ML,3,Fruitridge Rd,1,,,
313159,5,N,3,67,,13.261,508.554,38.443682,-121.490799,0.819,ML,3,Beach Lake,1,,,
313166,99,N,3,67,22020,13.747,288.217,38.422588,-121.394785,0.31,ML,2,EB Laguna Blvd,1,,,
313172,99,N,3,67,22020,13.909,288.379,38.424808,-121.395775,0.236,ML,2,WB Laguna Blvd,1,,,
313178,99,N,3,67,22020,14.218,288.688,38.429026,-121.397699,0.431,ML,2,Laguna Creek,1,,,
313184,51,N,3,67,64000,8.101,8.101,38.641138,-121.381637,0.139,ML,3,NB Watt Ave,1,,,
313190,99,N,3,67,22020,12.801,287.271,38.409665,-121.388824,0.1,ML,2,Elk Grove Blvd,1,,,
313197,51,S,3,67,64000,4.612,4.594,38.609855,-121.428381,0.332,ML,4,EB El Camino,1,,,
313204,51,S,3,67,64000,4.881,4.863,38.612754,-121.425123,0.65,ML,4,WB El Camino,1,,,
313339,50,W,3,67,,16.923,22.593,38.639838,-121.198425,0.655,ML,2,Folsom Blvd,1,,,
313344,50,W,3,67,,19.067,24.737,38.642303,-121.159864,0.701,ML,2,SB Prairie City,1,,,
313349,50,W,3,67,,19.281,24.951,38.642136,-121.155977,0.445,ML,2,NB Prairie City,1,,,
313368,80,W,3,67,,11.864,95.364,38.654384,-121.367632,0.759,ML,6,Myrtle Ave,1,,,
313376,80,E,3,67,,11.864,95.364,38.654139,-121.367313,0.523,ML,6,Myrtle Ave,1,,,
313386,80,W,3,67,,13.06,96.56,38.667645,-121.353394,0.605,ML,4,E of Madison Ave,1,,,
313393,80,E,3,67,,13.1,96.6,38.667783,-121.352565,0.553,ML,5,E of Madison Ave,1,,,
313405,80,W,3,67,,13.726,97.226,38.674994,-121.345412,0.642,ML,4,Foothill Farm POC,1,,,
313406,80,E,3,67,,13.726,97.226,38.674645,-121.345106,0.656,ML,5,Foothill Farm POC,1,,,
313414,80,W,3,67,,14.966,98.466,38.688624,-121.330464,0.479,ML,4,Springwood Dr,1,,,
313420,80,E,3,67,,14.966,98.466,38.688215,-121.330296,0.479,ML,4,Springwood Dr,1,,,
313426,80,W,3,67,,14.963,98.463,38.688592,-121.330501,0.233,ML,4,Flaming Arrow Dr,1,,,
313432,80,E,3,67,,14.963,98.463,38.688182,-121.330331,0.195,ML,4,Flaming Arrow Dr,1,,,
313438,80,W,3,67,,16.517,100.017,38.70566,-121.311747,0.395,ML,4,EB Antelope Rd,1,,,
313444,80,E,3,67,,16.46,99.96,38.704565,-121.312447,0.384,ML,4,Antelope Rd. Off,1,,,
313450,80,W,3,67,,16.712,100.212,38.707798,-121.309389,0.468,ML,4,WB Antelope Rd,1,,,
313456,80,E,3,67,,16.69,100.19,38.707089,-121.309709,0.37,ML,5,JEO Antelope Rd,1,,,
313468,80,W,3,67,,17.453,100.953,38.71594,-121.300485,0.5,ML,4,Westwood Park,1,,,
313469,80,E,3,67,,17.2,100.7,38.712665,-121.303606,0.509,ML,4,Westwood Park,1,,,
313475,80,E,3,67,,17.709,101.209,38.718232,-121.297519,0.645,ML,4,Auburn Oaks Ct,1,,,
313482,80,W,3,67,,17.713,101.213,38.718773,-121.297325,0.517,ML,4,Auburn Oaks Ct,1,,,
313487,80,W,3,67,64000,M9.355,93.26,38.640151,-121.399846,0.924,ML,3,Longview Dr,1,,,
313493,80,W,3,61,,0.249,101.749,38.724578,-121.290759,0.213,ML,4,SB Riverside Ave,1,,,
313512,80,W,3,61,62938,0.377,101.877,38.725984,-121.289214,0.214,ML,3,NB Riverside Ave,1,,,
313551,50,E,3,67,,19.314,24.984,38.641851,-121.155374,0.823,ML,2,NB Prairie City Rd,1,,,
313552,50,E,3,67,,19.526,25.196,38.641689,-121.151424,0.32,ML,2,SB Prairie City Rd,1,,,
313560,80,W,3,67,,15.921,99.421,38.69913,-121.318965,0.775,ML,4,Weigh Station,1,,,
313567,80,E,3,67,,15.921,99.421,38.698664,-121.318884,0.747,ML,4,Weigh Station,1,,,
313576,50,W,3,67,,19.067,24.737,38.642303,-121.159864,,OR,2,SB Prairie City,1,,,
313579,50,W,3,67,,19.281,24.951,38.642136,-121.155977,,OR,1,NB Prairie City,1,,,
313601,50,W,3,67,,17.879,23.549,38.641958,-121.181267,0.822,ML,2,Iron Point Rd,1,,,
313606,50,E,3,67,,17.879,23.549,38.641762,-121.181256,0.946,ML,2,Iron Point Rd,1,,,
313612,50,W,3,67,,15.034,20.704,38.625123,-121.228254,0.735,ML,3,W of Hazel,1,,,
313618,50,E,3,67,,15.034,20.704,38.624931,-121.228112,0.449,ML,3,W of Hazel,1,,,
313625,50,W,3,67,,13.514,19.184,38.615523,-121.253517,1.62,ML,3,Pyrites Way,1,,,
313631,50,E,3,67,,13.514,19.184,38.615299,-121.253397,0.813,ML,3,Pyrites Way,1,,,
313640,50,W,3,67,,17.422,23.092,38.640953,-121.189439,0.477,ML,4,E. of Zinfandel Dr,1,,,
313646,50,E,3,67,,17.422,23.092,38.640768,-121.189423,0.474,ML,4,E. of Zinfandel Dr,1,,,
313652,50,W,3,67,,R10.095,15.729,38.583757,-121.299476,0.632,ML,4,White Rock Rd,1,,,
313658,50,E,3,67,,R10.095,15.729,38.583616,-121.299367,1.081,ML,4,White Rock Rd,1,,,
313671,50,E,3,67,64000,R1.971,7.605,38.554208,-121.439207,0.592,ML,4,59th St,1,,,
313684,50,E,3,67,64000,R2.598,8.232,38.55068,-121.428589,0.362,ML,4,SB 65th St,1,,,
313698,50,E,3,67,64000,R3.401,9.035,38.552553,-121.414129,0.459,ML,4,Hornet Dr,1,,,
313728,50,E,3,67,64000,R0.615,6.249,38.560761,-121.462558,0.775,ML,5,Stockton Blvd,1,,,
313740,50,E,3,67,,15.099,20.769,38.625441,-121.2271,0.094,ML,4,SB Mather Field Rd,1,,,
313747,50,W,3,67,64000,R5.731,11.365,38.5596,-121.372167,0.399,ML,5,Manlove POC,1,,,
313753,50,E,3,67,64000,R5.731,11.365,38.559377,-121.372086,0.436,ML,4,Manlove POC,1,,,
313765,50,E,3,67,,R8.272,13.906,38.569862,-121.328012,0.443,ML,4,E of Bradshaw,1,,,
313772,50,W,3,113,84816,1.844,1.844,38.575144,-121.536838,0.561,ML,5,Capitol Ave,1,,,
313790,50,W,3,67,,R8.272,13.906,38.570082,-121.328152,0.276,ML,5,E of Bradshaw,1,,,
313822,50,W,3,113,84816,0.576,0.576,38.575318,-121.558708,0.859,ML,4,50/80 I.C,1,,,
313824,50,E,3,113,84816,0.576,0.576,38.57515,-121.558706,0.934,ML,4,50/80 I.C,1,,,
313835,50,W,3,113,84816,2.39,2.39,38.577184,-121.526504,1.083,ML,3,Jefferson Blvd,1,,,
313840,50,E,3,113,84816,2.39,2.39,38.577018,-121.526523,1.099,ML,3,Jefferson Blvd,1,,,
313846,50,W,3,67,,R7.064,12.698,38.562181,-121.347761,0.393,ML,4,Mayhew Rd,1,,,
313852,50,E,3,67,,R7.055,12.689,38.561939,-121.347837,0.694,ML,4,Mayhew Rd,1,,,
313861,50,W,3,67,,R8.685,14.319,38.573027,-121.321505,0.53,ML,4,Routier Rd,1,,,
313867,50,E,3,67,,8.685,14.319,38.572854,-121.321383,0.911,ML,4,Routier Rd,1,,,
313874,50,W,3,67,64000,5.322,10.956,38.558835,-121.379661,0.068,ML,4,25th Street,1,,,
313890,50,W,3,67,,R6.299,11.933,38.560673,-121.361758,0.667,ML,5,W. of Mayhew,1,,,
313897,50,E,3,67,,R6.299,11.933,38.560476,-121.36168,0.662,ML,4,W of Mayhew,1,,,
313904,50,W,3,67,,14.202,19.872,38.619887,-121.242093,0.76,ML,3,W of Canal,1,,,
313912,50,E,3,67,,14.2,19.87,38.619685,-121.242008,0.76,ML,3,W of Canal,1,,,
313931,50,W,3,67,64000,R4.532,10.166,38.557205,-121.394106,0.418,ML,5,Occidental Dr,1,,,
313938,50,E,3,67,64000,R4.534,10.168,38.556988,-121.393992,0.82,ML,4,Occidental Dr,1,,,
313951,51,N,3,67,64000,2.092,2.092,38.584731,-121.456903,0.453,ML,3,North of A St,1,,,
313956,51,N,3,67,64000,0.179,0.179,38.561216,-121.472231,0.414,ML,3,T St,1,,,
313965,51,S,3,67,64000,6.869,6.851,38.631273,-121.400009,,OR,1,Fulton Off,1,,,
313979,80,W,3,113,18100,2.507,74.694,38.5522,-121.697581,1.125,ML,3,Mace Blvd,1,,,
313980,80,W,3,113,18100,2.507,74.694,38.5522,-121.697581,,OR,2,Mace Blvd,1,,,
313981,80,W,3,113,18100,2.507,74.694,38.5522,-121.697581,,FR,2,Mace Blvd,1,,,
314000,80,E,3,61,14498,34.447,135.932,39.114317,-120.94421,5,ML,2, Colfax Curve,1,,,
314001,80,W,3,61,14498,34.447,135.932,39.114294,-120.944331,5,ML,2,Colfax Curve,1,,,
314013,80,E,3,113,18100,2.605,74.792,38.552253,-121.695597,0.361,ML,3,SB Mace Blvd,1,,,
314014,80,E,3,113,18100,2.605,74.792,38.552253,-121.695597,,OR,2,SB Mace Blvd,1,,,
314015,80,E,3,113,18100,2.605,74.792,38.552253,-121.695597,,FR,2,SB Mace Blvd,1,,,
314025,80,E,3,113,18100,2.763,74.95,38.552929,-121.692814,0.451,ML,3,NB Mace Blvd,1,,,
314026,80,E,3,113,18100,2.763,74.95,38.552929,-121.692814,,OR,2,NB Mace Blvd,1,,,
314036,50,E,3,67,,12.574,18.244,38.609417,-121.269079,0.527,ML,3,NB Sunrise Blvd,1,,,
314042,50,E,3,67,,12.46,18.13,38.608682,-121.270954,0.057,ML,3,SB Sunrise Blvd,1,,,
314060,50,W,3,67,,12.46,18.13,38.608894,-121.271067,,OR,2,NB Sunrise Blvd,1,,,
314061,50,W,3,67,,12.46,18.13,38.608894,-121.271067,,OR,2,Off to Sunrise,1,,,
314078,50,W,3,67,,12.436,18.106,38.60874,-121.271469,,OR,3,SB Sunrise Blvd,1,,,
314098,99,N,3,67,22020,13.909,288.379,38.424808,-121.395775,,OR,1,WB Laguna Blvd,1,,,
314107,99,N,3,67,22020,12.801,287.271,38.409665,-121.388824,,OR,3,Elk Grove Blvd,1,,,
314114,99,N,3,67,22020,13.747,288.217,38.422588,-121.394785,,OR,1,EB Laguna Blvd,1,,,
314115,99,N,3,67,22020,13.747,288.217,38.422588,-121.394785,,OR,2,EB Laguna Blvd,1,,,
314121,51,N,3,67,64000,2.406,2.406,38.585373,-121.45118,0.504,ML,3,Elvas UP,1,,,
314129,51,S,3,67,64000,4.881,4.863,38.612754,-121.425123,,OR,2,WB El Camino,1,,,
314131,51,S,3,67,64000,4.881,4.863,38.612754,-121.425123,,OR,1,WB El Camino,1,,,
314138,51,S,3,67,64000,4.612,4.594,38.609855,-121.428381,,OR,1,EB El Camino,1,,,
