ID,Fwy,Dir,District,County,City,State_PM,Abs_PM,Latitude,Longitude,Length,Type,Lanes,Name,User_ID_1,User_ID_2,User_ID_3,User_ID_4
320597,80,W,3,67,64000,M6.891,90.796,38.64221,-121.442725,0.766,HV,1,E of Rio Linda Blvd,1,,,
320602,80,W,3,67,64000,M5.691,89.596,38.641778,-121.4648,0.493,HV,1,W of Norwood Ave,1,,,
320603,80,E,3,67,64000,M5.691,89.596,38.641523,-121.464762,0.556,HV,1,W of Norwood Ave,1,,,
320628,80,E,3,67,,M1.671,85.576,38.617732,-121.53059,0.956,ML,4,E of West El Camino,1,,,
320629,80,E,3,67,,M1.671,85.576,38.617732,-121.53059,2.532,HV,1,E of West El Camino,1,,,
320630,80,E,3,67,,M1.671,85.576,38.617732,-121.53059,0.113,ML,4,E of West El Camino,1,,,
320631,80,W,3,67,,M1.671,85.576,38.617987,-121.530837,2.509,HV,1,E of West El Camino,1,,,
320644,80,W,3,67,64000,M5.05,88.955,38.640955,-121.476571,0.399,ML,3,NB Northgate Blvd,1,,,
320645,80,W,3,67,64000,M5.05,88.955,38.640955,-121.476571,0.399,HV,1,NB Northgate Blvd,1,,,
320646,80,W,3,67,64000,M5.05,88.955,38.640955,-121.476571,,FR,2,NB Nortgate Blvd,1,,,
320647,80,W,3,67,64000,M5.05,88.955,38.640955,-121.476571,,OR,1,NB Northgate Blvd,1,,,
320653,80,W,3,67,64000,M6.16,90.065,38.641527,-121.456133,,FR,1,Norwood Ave,1,,,
320654,80,E,3,67,64000,M6.16,90.065,38.641247,-121.456101,,FR,2,Norwood Ave,1,,,
320656,80,E,3,67,64000,M6.16,90.065,38.641247,-121.456101,0.599,HV,1,Norwood Ave,1,,,
320658,80,E,3,67,64000,M7.583,91.488,38.64289,-121.430095,0.427,HV,1,SB Marysville Blvd,1,,,
320660,80,E,3,67,64000,M7.744,91.649,38.642186,-121.427267,0.323,HV,1,NB Raleys Blvd,1,,,
320662,80,W,3,67,64000,M7.677,91.582,38.642777,-121.428379,0.329,HV,1,SB Marysville Blvd,1,,,
320674,80,W,3,67,64000,M7.571,91.476,38.643144,-121.430285,0.393,HV,1,NB Raley Blvd,1,,,
