Timestamp,Location Identifier,Total Flow
6/1/2013 0:00,200,12558
6/1/2013 0:00,201,3102
6/1/2013 0:00,300,751
6/1/2013 0:00,301,0
6/1/2013 0:00,500,10900
6/1/2013 0:00,501,1740
6/1/2013 0:00,700,3203
6/1/2013 0:00,701,12180
6/1/2013 0:00,900,0
6/1/2013 0:00,901,0
6/1/2013 0:00,1100,8020
6/1/2013 0:00,1101,5321
6/1/2013 0:00,1600,4757
6/1/2013 0:00,1601,2775
6/1/2013 0:00,2500,1757
6/1/2013 0:00,2501,3658
6/1/2013 0:00,3100,2618
6/1/2013 0:00,3101,11107
6/1/2013 0:00,3400,8400
6/1/2013 0:00,3401,10833
6/1/2013 0:00,3501,16359
6/1/2013 0:00,3502,1371
6/1/2013 0:00,3700,4553
6/1/2013 0:00,3701,3579
6/1/2013 0:00,4100,3268
6/1/2013 0:00,4201,2171
6/1/2013 0:00,4300,4922
6/1/2013 0:00,4301,2771
6/1/2013 0:00,4600,9019
6/1/2013 0:00,4601,4580
6/1/2013 0:00,4800,0
6/1/2013 0:00,4801,0
6/1/2013 0:00,5001,0
6/1/2013 0:00,5100,0
6/1/2013 0:00,5200,4337
6/1/2013 0:00,5201,15191
6/1/2013 0:00,5300,269
6/1/2013 0:00,5301,3236
6/1/2013 0:00,6000,977
6/1/2013 0:00,6001,7606
6/1/2013 0:00,6700,11316
6/1/2013 0:00,6701,4754
6/1/2013 0:00,8000,4560
6/1/2013 0:00,8001,7116
6/1/2013 0:00,8101,1470
6/1/2013 0:00,8200,8612
6/1/2013 0:00,8300,1890
6/1/2013 0:00,8301,2681
6/1/2013 0:00,8500,82
6/1/2013 0:00,8501,1708
6/1/2013 0:00,8600,4847
6/1/2013 0:00,8601,3511
6/1/2013 0:00,10101,0
6/1/2013 0:00,10200,0
6/1/2013 0:00,10400,0
6/1/2013 0:00,10401,0
6/1/2013 0:00,11000,4213
6/1/2013 0:00,11001,1065
6/1/2013 0:00,11100,1696
6/1/2013 0:00,11101,8658
6/1/2013 0:00,11200,7982
6/1/2013 0:00,12000,3012
6/1/2013 0:00,12001,808
6/1/2013 0:00,12700,0
6/1/2013 0:00,12701,0
6/1/2013 0:00,12800,0
6/1/2013 0:00,12801,0
6/1/2013 0:00,13000,3778
6/1/2013 0:00,13001,6104
6/1/2013 0:00,13100,0
6/1/2013 0:00,13101,0
6/1/2013 0:00,13200,9174
6/1/2013 0:00,13301,469
6/1/2013 0:00,13400,0
6/1/2013 0:00,13501,0
6/1/2013 0:00,13600,2499
6/1/2013 0:00,13601,544
6/1/2013 0:00,14000,0
6/1/2013 0:00,14001,0
6/1/2013 0:00,14100,6170
6/1/2013 0:00,14101,1238
6/1/2013 0:00,14200,1719
6/1/2013 0:00,14201,6490
6/1/2013 0:00,14800,0
6/1/2013 0:00,14801,0
6/1/2013 0:00,14901,0
6/1/2013 0:00,15000,0
6/1/2013 0:00,15001,0
6/1/2013 0:00,15500,1709
6/1/2013 0:00,15501,1377
6/1/2013 0:00,15600,5200
6/1/2013 0:00,15601,4724
6/1/2013 0:00,15900,9102
