Timestamp,Location Identifier,Total Flow
2/1/2013 0:00,200,17459
2/1/2013 0:00,201,4810
2/1/2013 0:00,300,1340
2/1/2013 0:00,301,3
2/1/2013 0:00,500,0
2/1/2013 0:00,501,0
2/1/2013 0:00,700,4124
2/1/2013 0:00,701,14538
2/1/2013 0:00,900,0
2/1/2013 0:00,901,0
2/1/2013 0:00,1100,1100
2/1/2013 0:00,1101,388
2/1/2013 0:00,1600,9475
2/1/2013 0:00,1601,4919
2/1/2013 0:00,2500,59
2/1/2013 0:00,2501,586
2/1/2013 0:00,3100,3685
2/1/2013 0:00,3101,13235
2/1/2013 0:00,3400,10939
2/1/2013 0:00,3401,12448
2/1/2013 0:00,3501,21681
2/1/2013 0:00,3502,2003
2/1/2013 0:00,3700,6513
2/1/2013 0:00,3701,5372
2/1/2013 0:00,4100,4203
2/1/2013 0:00,4201,2588
2/1/2013 0:00,4300,5873
2/1/2013 0:00,4301,3482
2/1/2013 0:00,4600,11519
2/1/2013 0:00,4601,6047
2/1/2013 0:00,4800,27
2/1/2013 0:00,4801,2712
2/1/2013 0:00,5001,0
2/1/2013 0:00,5100,0
2/1/2013 0:00,5200,6000
2/1/2013 0:00,5201,18843
2/1/2013 0:00,5300,504
2/1/2013 0:00,5301,4769
2/1/2013 0:00,6000,1513
2/1/2013 0:00,6001,9555
2/1/2013 0:00,6700,13205
2/1/2013 0:00,6701,5499
2/1/2013 0:00,8000,7679
2/1/2013 0:00,8001,10802
2/1/2013 0:00,8101,2599
2/1/2013 0:00,8200,12372
2/1/2013 0:00,8300,3091
2/1/2013 0:00,8301,3771
2/1/2013 0:00,8500,1616
2/1/2013 0:00,8501,5050
2/1/2013 0:00,8600,7438
2/1/2013 0:00,8601,5324
2/1/2013 0:00,10101,0
2/1/2013 0:00,10200,0
2/1/2013 0:00,10400,0
2/1/2013 0:00,10401,0
2/1/2013 0:00,11000,6332
2/1/2013 0:00,11001,1574
2/1/2013 0:00,11100,2983
2/1/2013 0:00,11101,11360
2/1/2013 0:00,11200,10701
2/1/2013 0:00,12000,4288
2/1/2013 0:00,12001,1151
2/1/2013 0:00,12700,0
2/1/2013 0:00,12701,0
2/1/2013 0:00,12800,0
2/1/2013 0:00,12801,0
2/1/2013 0:00,13000,5198
2/1/2013 0:00,13001,8321
2/1/2013 0:00,13100,0
2/1/2013 0:00,13101,0
2/1/2013 0:00,13200,13816
2/1/2013 0:00,13301,936
2/1/2013 0:00,13400,7213
2/1/2013 0:00,13501,5944
2/1/2013 0:00,13600,4168
2/1/2013 0:00,13601,1025
2/1/2013 0:00,14000,5588
2/1/2013 0:00,14001,3507
2/1/2013 0:00,14100,7429
2/1/2013 0:00,14101,2014
2/1/2013 0:00,14200,2549
2/1/2013 0:00,14201,8196
2/1/2013 0:00,14800,0
2/1/2013 0:00,14801,0
2/1/2013 0:00,14901,0
2/1/2013 0:00,15000,0
2/1/2013 0:00,15001,0
2/1/2013 0:00,15500,2457
2/1/2013 0:00,15501,2322
2/1/2013 0:00,15600,6047
2/1/2013 0:00,15601,4862
2/1/2013 0:00,15900,11797
2/1/2013 0:00,15901,13949
2/1/2013 0:00,16100,1083
2/1/2013 0:00,16101,2654
2/1/2013 0:00,16200,0
2/1/2013 0:00,16900,0
2/1/2013 0:00,16901,0
2/1/2013 0:00,17000,0
2/1/2013 0:00,17300,13583
2/1/2013 0:00,17401,7468
2/1/2013 0:00,17500,4792
2/1/2013 0:00,17600,0
2/1/2013 0:00,17601,0
2/1/2013 0:00,17700,0
2/1/2013 0:00,17701,0
2/1/2013 0:00,17800,5463
2/1/2013 0:00,17801,3142
2/1/2013 0:00,17900,320
2/1/2013 0:00,17901,851
2/1/2013 0:00,18000,1489
2/1/2013 0:00,18001,0
2/1/2013 0:00,18200,2502
2/1/2013 0:00,18201,892
2/1/2013 0:00,18300,3489
2/1/2013 0:00,18301,1763
2/1/2013 0:00,18400,0
2/1/2013 0:00,18401,0
2/1/2013 0:00,18700,0
2/1/2013 0:00,18701,0
2/1/2013 0:00,18801,0
2/1/2013 0:00,20100,5188
2/1/2013 0:00,20101,4273
2/1/2013 0:00,20200,5444
2/1/2013 0:00,20201,5120
2/1/2013 0:00,20300,4408
2/1/2013 0:00,20301,4930
2/1/2013 0:00,20400,0
2/1/2013 0:00,20401,0
2/1/2013 0:00,20500,2857
2/1/2013 0:00,20501,17825
2/1/2013 0:00,20600,1340
2/1/2013 0:00,20801,2219
2/1/2013 0:00,21200,3699
2/1/2013 0:00,21201,14614
2/1/2013 0:00,21300,15082
2/1/2013 0:00,21301,7397
2/1/2013 0:00,22100,837
2/1/2013 0:00,22101,834
2/1/2013 0:00,22103,187
2/1/2013 0:00,22200,1024
2/1/2013 0:00,22201,1247
2/1/2013 0:00,22400,0
2/1/2013 0:00,22401,0
2/1/2013 0:00,24000,7593
2/1/2013 0:00,24001,9499
2/1/2013 0:00,24200,9768
2/1/2013 0:00,24201,2363
2/1/2013 0:00,24700,3084
2/1/2013 0:00,24701,169
2/1/2013 0:00,24800,0
2/1/2013 0:00,24901,9963
2/2/2013 0:00,200,13916
2/2/2013 0:00,201,4086
2/2/2013 0:00,300,1117
2/2/2013 0:00,301,1
2/2/2013 0:00,500,0
2/2/2013 0:00,501,0
2/2/2013 0:00,700,3425
2/2/2013 0:00,701,12789
2/2/2013 0:00,900,0
2/2/2013 0:00,901,0
2/2/2013 0:00,1100,878
2/2/2013 0:00,1101,285
2/2/2013 0:00,1600,6959
2/2/2013 0:00,1601,4438
2/2/2013 0:00,2500,35
2/2/2013 0:00,2501,449
2/2/2013 0:00,3100,2777
2/2/2013 0:00,3101,10654
2/2/2013 0:00,3400,6765
2/2/2013 0:00,3401,7910
2/2/2013 0:00,3501,19451
2/2/2013 0:00,3502,1041
2/2/2013 0:00,3700,5184
2/2/2013 0:00,3701,4240
2/2/2013 0:00,4100,3014
2/2/2013 0:00,4201,1959
2/2/2013 0:00,4300,4585
2/2/2013 0:00,4301,2792
2/2/2013 0:00,4600,9804
2/2/2013 0:00,4601,5179
2/2/2013 0:00,4800,0
2/2/2013 0:00,4801,2121
2/2/2013 0:00,5001,0
2/2/2013 0:00,5100,0
2/2/2013 0:00,5200,4643
2/2/2013 0:00,5201,16126
2/2/2013 0:00,5300,313
2/2/2013 0:00,5301,3581
2/2/2013 0:00,6000,1080
2/2/2013 0:00,6001,7332
2/2/2013 0:00,6700,11544
2/2/2013 0:00,6701,5011
2/2/2013 0:00,8000,4580
2/2/2013 0:00,8001,6830
2/2/2013 0:00,8101,1815
2/2/2013 0:00,8200,8648
2/2/2013 0:00,8300,1811
2/2/2013 0:00,8301,2537
2/2/2013 0:00,8500,705
2/2/2013 0:00,8501,2702
2/2/2013 0:00,8600,5422
2/2/2013 0:00,8601,4084
2/2/2013 0:00,10101,0
2/2/2013 0:00,10200,0
2/2/2013 0:00,10400,0
2/2/2013 0:00,10401,0
2/2/2013 0:00,11000,4678
2/2/2013 0:00,11001,1421
2/2/2013 0:00,11100,2397
2/2/2013 0:00,11101,9067
2/2/2013 0:00,11200,8013
2/2/2013 0:00,12000,3056
2/2/2013 0:00,12001,797
2/2/2013 0:00,12700,0
2/2/2013 0:00,12701,0
2/2/2013 0:00,12800,0
2/2/2013 0:00,12801,0
2/2/2013 0:00,13000,3750
2/2/2013 0:00,13001,6037
2/2/2013 0:00,13100,0
2/2/2013 0:00,13101,0
2/2/2013 0:00,13200,9854
2/2/2013 0:00,13301,746
2/2/2013 0:00,13400,4496
2/2/2013 0:00,13501,3577
2/2/2013 0:00,13600,2537
2/2/2013 0:00,13601,712
2/2/2013 0:00,14000,3426
2/2/2013 0:00,14001,2247
2/2/2013 0:00,14100,6805
2/2/2013 0:00,14101,1552
2/2/2013 0:00,14200,1829
2/2/2013 0:00,14201,6612
2/2/2013 0:00,14800,0
2/2/2013 0:00,14801,0
2/2/2013 0:00,14901,0
2/2/2013 0:00,15000,0
2/2/2013 0:00,15001,0
2/2/2013 0:00,15500,1640
2/2/2013 0:00,15501,1493
2/2/2013 0:00,15600,5300
2/2/2013 0:00,15601,4424
2/2/2013 0:00,15900,9083
2/2/2013 0:00,15901,10466
2/2/2013 0:00,16100,438
2/2/2013 0:00,16101,1147
2/2/2013 0:00,16200,0
2/2/2013 0:00,16900,0
2/2/2013 0:00,16901,0
2/2/2013 0:00,17000,0
2/2/2013 0:00,17300,10366
2/2/2013 0:00,17401,5977
2/2/2013 0:00,17500,3646
2/2/2013 0:00,17600,0
2/2/2013 0:00,17601,0
2/2/2013 0:00,17700,0
2/2/2013 0:00,17701,0
2/2/2013 0:00,17800,3507
2/2/2013 0:00,17801,2083
2/2/2013 0:00,17900,224
2/2/2013 0:00,17901,597
2/2/2013 0:00,18000,1089
2/2/2013 0:00,18001,0
2/2/2013 0:00,18200,1758
2/2/2013 0:00,18201,662
2/2/2013 0:00,18300,2890
2/2/2013 0:00,18301,1402
2/2/2013 0:00,18400,0
2/2/2013 0:00,18401,0
2/2/2013 0:00,18700,0
2/2/2013 0:00,18701,0
2/2/2013 0:00,18801,0
2/2/2013 0:00,20100,4836
2/2/2013 0:00,20101,3891
2/2/2013 0:00,20200,4122
2/2/2013 0:00,20201,4362
2/2/2013 0:00,20300,3217
2/2/2013 0:00,20301,3408
2/2/2013 0:00,20400,0
2/2/2013 0:00,20401,0
2/2/2013 0:00,20500,2260
2/2/2013 0:00,20501,15214
2/2/2013 0:00,20600,916
2/2/2013 0:00,20801,1623
2/2/2013 0:00,21200,2961
2/2/2013 0:00,21201,12387
2/2/2013 0:00,21300,11366
2/2/2013 0:00,21301,5585
2/2/2013 0:00,22100,712
2/2/2013 0:00,22101,710
2/2/2013 0:00,22103,148
2/2/2013 0:00,22200,862
2/2/2013 0:00,22201,1032
2/2/2013 0:00,22400,0
2/2/2013 0:00,22401,0
2/2/2013 0:00,24000,5263
2/2/2013 0:00,24001,7481
2/2/2013 0:00,24200,7057
2/2/2013 0:00,24201,1450
2/2/2013 0:00,24700,3177
2/2/2013 0:00,24701,158
2/2/2013 0:00,24800,0
2/2/2013 0:00,24901,3223
2/3/2013 0:00,200,10564
2/3/2013 0:00,201,4342
2/3/2013 0:00,300,955
2/3/2013 0:00,301,1
2/3/2013 0:00,500,0
2/3/2013 0:00,501,0
2/3/2013 0:00,700,2954
2/3/2013 0:00,701,10151
2/3/2013 0:00,900,0
2/3/2013 0:00,901,0
2/3/2013 0:00,1100,574
2/3/2013 0:00,1101,312
2/3/2013 0:00,1600,4850
2/3/2013 0:00,1601,4728
2/3/2013 0:00,2500,27
2/3/2013 0:00,2501,468
2/3/2013 0:00,3100,2043
2/3/2013 0:00,3101,9519
2/3/2013 0:00,3400,2008
2/3/2013 0:00,3401,2422
2/3/2013 0:00,3501,16280
2/3/2013 0:00,3502,732
2/3/2013 0:00,3700,4380
2/3/2013 0:00,3701,3175
2/3/2013 0:00,4100,1973
2/3/2013 0:00,4201,1582
2/3/2013 0:00,4300,3119
2/3/2013 0:00,4301,2185
2/3/2013 0:00,4600,6705
2/3/2013 0:00,4601,4124
2/3/2013 0:00,4800,0
2/3/2013 0:00,4801,1721
2/3/2013 0:00,5001,0
2/3/2013 0:00,5100,0
2/3/2013 0:00,5200,3722
2/3/2013 0:00,5201,13513
2/3/2013 0:00,5300,222
2/3/2013 0:00,5301,2854
2/3/2013 0:00,6000,917
2/3/2013 0:00,6001,5787
2/3/2013 0:00,6700,9339
2/3/2013 0:00,6701,4090
2/3/2013 0:00,8000,3564
2/3/2013 0:00,8001,5707
2/3/2013 0:00,8101,1436
2/3/2013 0:00,8200,6634
2/3/2013 0:00,8300,1337
2/3/2013 0:00,8301,1914
2/3/2013 0:00,8500,464
2/3/2013 0:00,8501,2083
2/3/2013 0:00,8600,4126
2/3/2013 0:00,8601,2989
2/3/2013 0:00,10101,0
2/3/2013 0:00,10200,0
2/3/2013 0:00,10400,0
2/3/2013 0:00,10401,0
2/3/2013 0:00,11000,3117
2/3/2013 0:00,11001,1916
2/3/2013 0:00,11100,1713
2/3/2013 0:00,11101,8293
2/3/2013 0:00,11200,5954
2/3/2013 0:00,12000,2136
2/3/2013 0:00,12001,832
2/3/2013 0:00,12700,0
2/3/2013 0:00,12701,0
2/3/2013 0:00,12800,0
2/3/2013 0:00,12801,0
2/3/2013 0:00,13000,2890
2/3/2013 0:00,13001,4956
2/3/2013 0:00,13100,0
2/3/2013 0:00,13101,0
2/3/2013 0:00,13200,7082
2/3/2013 0:00,13301,564
2/3/2013 0:00,13400,2964
2/3/2013 0:00,13501,3194
2/3/2013 0:00,13600,1645
2/3/2013 0:00,13601,786
2/3/2013 0:00,14000,2448
2/3/2013 0:00,14001,1652
2/3/2013 0:00,14100,5192
2/3/2013 0:00,14101,1164
2/3/2013 0:00,14200,1543
2/3/2013 0:00,14201,5448
2/3/2013 0:00,14800,0
2/3/2013 0:00,14801,0
2/3/2013 0:00,14901,0
2/3/2013 0:00,15000,0
2/3/2013 0:00,15001,0
2/3/2013 0:00,15500,1262
2/3/2013 0:00,15501,1093
2/3/2013 0:00,15600,4389
2/3/2013 0:00,15601,3623
2/3/2013 0:00,15900,6750
2/3/2013 0:00,15901,8042
2/3/2013 0:00,16100,335
2/3/2013 0:00,16101,881
2/3/2013 0:00,16200,0
2/3/2013 0:00,16900,0
2/3/2013 0:00,16901,0
2/3/2013 0:00,17000,0
2/3/2013 0:00,17300,8319
2/3/2013 0:00,17401,4153
2/3/2013 0:00,17500,2847
2/3/2013 0:00,17600,0
2/3/2013 0:00,17601,0
2/3/2013 0:00,17700,0
2/3/2013 0:00,17701,0
2/3/2013 0:00,17800,2581
2/3/2013 0:00,17801,1587
2/3/2013 0:00,17900,144
2/3/2013 0:00,17901,491
2/3/2013 0:00,18000,913
2/3/2013 0:00,18001,0
2/3/2013 0:00,18200,1300
2/3/2013 0:00,18201,644
2/3/2013 0:00,18300,1966
2/3/2013 0:00,18301,1252
2/3/2013 0:00,18400,0
2/3/2013 0:00,18401,0
2/3/2013 0:00,18700,0
2/3/2013 0:00,18701,0
2/3/2013 0:00,18801,0
2/3/2013 0:00,20100,4185
2/3/2013 0:00,20101,3470
2/3/2013 0:00,20200,3463
2/3/2013 0:00,20201,3889
2/3/2013 0:00,20300,2394
2/3/2013 0:00,20301,2437
2/3/2013 0:00,20400,0
2/3/2013 0:00,20401,0
2/3/2013 0:00,20500,1742
2/3/2013 0:00,20501,13013
2/3/2013 0:00,20600,647
2/3/2013 0:00,20801,1024
2/3/2013 0:00,21200,1957
2/3/2013 0:00,21201,9398
2/3/2013 0:00,21300,8413
2/3/2013 0:00,21301,4259
2/3/2013 0:00,22100,514
2/3/2013 0:00,22101,529
2/3/2013 0:00,22103,90
2/3/2013 0:00,22200,589
2/3/2013 0:00,22201,732
2/3/2013 0:00,22400,0
2/3/2013 0:00,22401,0
2/3/2013 0:00,24000,4476
2/3/2013 0:00,24001,6123
2/3/2013 0:00,24200,5048
2/3/2013 0:00,24201,1255
2/3/2013 0:00,24700,2857
2/3/2013 0:00,24701,147
